Tree	Node A-upos	Node B-upos	Node C-upos	Node D-upos	Node E-upos	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Root node
PRON <nmod:poss NOUN >conj (CCONJ <cc NOUN <compound NOUN)	PRON	NOUN	CCONJ	NOUN	NOUN	2	79.5260	ABCDE	pattern {B [upos=NOUN]; A [upos=PRON]; E [upos=NOUN]; C [upos=CCONJ]; D [upos=NOUN]; B -[nmod:poss]-> A; B -[conj]-> E; E -[cc]-> C; E -[compound]-> D; B >> A; B << E; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPRON%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DCCONJ%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20B%20-%5Bnmod%3Aposs%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20C%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
PUNCT <punct NOUN >punct PUNCT >appos NOUN >punct PUNCT	PUNCT	NOUN	PUNCT	NOUN	PUNCT	2	79.5260	ABCDE	pattern {B [upos=NOUN]; A [upos=PUNCT]; C [upos=PUNCT]; D [upos=NOUN]; E [upos=PUNCT]; B -[punct]-> A; B -[punct]-> C; B -[appos]-> D; B -[punct]-> E; B >> A; B << C; B << D; B << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20E%20%5Bupos%3DPUNCT%5D%3B%20B%20-%5Bpunct%5D-%3E%20A%3B%20B%20-%5Bpunct%5D-%3E%20C%3B%20B%20-%5Bappos%5D-%3E%20D%3B%20B%20-%5Bpunct%5D-%3E%20E%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%3B%20B%20%3C%3C%20D%3B%20B%20%3C%3C%20E%7D	5	NOUN
ADP <case (PROPN <compound PROPN) <compound ADJ <amod NOUN	ADP	PROPN	PROPN	ADJ	NOUN	2	79.5260	ABCDE	pattern {E [upos=NOUN]; A [upos=ADP]; C [upos=PROPN]; B [upos=PROPN]; D [upos=ADJ]; E -[case]-> A; E -[compound]-> C; C -[compound]-> B; E -[amod]-> D; E >> A; E >> C; C >> B; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20E%20-%5Bcase%5D-%3E%20A%3B%20E%20-%5Bcompound%5D-%3E%20C%3B%20C%20-%5Bcompound%5D-%3E%20B%3B%20E%20-%5Bamod%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20C%3B%20C%20%3E%3E%20B%3B%20E%20%3E%3E%20D%7D	5	NOUN
ADP <case DET <det NOUN <compound NOUN <compound NOUN	ADP	DET	NOUN	NOUN	NOUN	2	79.5260	ABCDE	pattern {E [upos=NOUN]; A [upos=ADP]; B [upos=DET]; C [upos=NOUN]; D [upos=NOUN]; E -[case]-> A; E -[det]-> B; E -[compound]-> C; E -[compound]-> D; E >> A; E >> B; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20E%20-%5Bcase%5D-%3E%20A%3B%20E%20-%5Bdet%5D-%3E%20B%3B%20E%20-%5Bcompound%5D-%3E%20C%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
NOUN <compound NOUN >punct PUNCT >appos X	NOUN	NOUN	PUNCT	X		2	79.5260	ABCD	pattern {B [upos=NOUN]; A [upos=NOUN]; C [upos=PUNCT]; D [upos=X]; B -[compound]-> A; B -[punct]-> C; B -[appos]-> D; B >> A; B << C; B << D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20D%20%5Bupos%3DX%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20-%5Bpunct%5D-%3E%20C%3B%20B%20-%5Bappos%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%3B%20B%20%3C%3C%20D%7D	4	NOUN
SYM <compound NOUN	SYM	NOUN				2	79.5260	AB	pattern {B [upos=NOUN]; A [upos=SYM]; B -[compound]-> A; B >> A}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DSYM%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D	2	NOUN
CCONJ <cc DET <det ADJ <amod NOUN <compound NOUN	CCONJ	DET	ADJ	NOUN	NOUN	2	79.5260	ABCDE	pattern {E [upos=NOUN]; A [upos=CCONJ]; B [upos=DET]; C [upos=ADJ]; D [upos=NOUN]; E -[cc]-> A; E -[det]-> B; E -[amod]-> C; E -[compound]-> D; E >> A; E >> B; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20E%20-%5Bcc%5D-%3E%20A%3B%20E%20-%5Bdet%5D-%3E%20B%3B%20E%20-%5Bamod%5D-%3E%20C%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
CCONJ <cc ADV <advmod NOUN	CCONJ	ADV	NOUN			2	79.5260	ABC	pattern {C [upos=NOUN]; A [upos=CCONJ]; B [upos=ADV]; C -[cc]-> A; C -[advmod]-> B; C >> A; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DADV%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	NOUN
ADP <case PRON <nmod:poss PROPN <compound NOUN	ADP	PRON	PROPN	NOUN		2	79.5260	ABCD	pattern {D [upos=NOUN]; A [upos=ADP]; B [upos=PRON]; C [upos=PROPN]; D -[case]-> A; D -[nmod:poss]-> B; D -[compound]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DPRON%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
CCONJ <cc ADJ <amod ADJ <amod NOUN	CCONJ	ADJ	ADJ	NOUN		2	79.5260	ABCD	pattern {D [upos=NOUN]; A [upos=CCONJ]; B [upos=ADJ]; C [upos=ADJ]; D -[cc]-> A; D -[amod]-> B; D -[amod]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20D%20-%5Bcc%5D-%3E%20A%3B%20D%20-%5Bamod%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADP <case DET <det NOUN >acl:relcl (PRON <nsubj VERB)	ADP	DET	NOUN	PRON	VERB	2	79.5260	ABCDE	pattern {C [upos=NOUN]; A [upos=ADP]; B [upos=DET]; E [upos=VERB]; D [upos=PRON]; C -[case]-> A; C -[det]-> B; C -[acl:relcl]-> E; E -[nsubj]-> D; C >> A; C >> B; C << E; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20E%20%5Bupos%3DVERB%5D%3B%20D%20%5Bupos%3DPRON%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20C%20-%5Bdet%5D-%3E%20B%3B%20C%20-%5Bacl%3Arelcl%5D-%3E%20E%3B%20E%20-%5Bnsubj%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D	5	NOUN
ADP <case NUM <nummod NUM <nummod NOUN	ADP	NUM	NUM	NOUN		2	79.5260	ABCD	pattern {D [upos=NOUN]; A [upos=ADP]; B [upos=NUM]; C [upos=NUM]; D -[case]-> A; D -[nummod]-> B; D -[nummod]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20D%20-%5Bnummod%5D-%3E%20B%3B%20D%20-%5Bnummod%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADJ <amod NOUN >conj (CCONJ <cc NOUN)	ADJ	NOUN	CCONJ	NOUN		2	79.5260	ABCD	pattern {B [upos=NOUN]; A [upos=ADJ]; D [upos=NOUN]; C [upos=CCONJ]; B -[amod]-> A; B -[conj]-> D; D -[cc]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DCCONJ%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADP <case NOUN >nmod (ADP <case NOUN)	ADP	NOUN	ADP	NOUN		2	79.5260	ABCD	pattern {B [upos=NOUN]; A [upos=ADP]; D [upos=NOUN]; C [upos=ADP]; B -[case]-> A; B -[nmod]-> D; D -[case]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
(SYM <advmod NUM) <nummod NOUN	SYM	NUM	NOUN			2	79.5260	ABC	pattern {C [upos=NOUN]; B [upos=NUM]; A [upos=SYM]; C -[nummod]-> B; B -[advmod]-> A; C >> B; B >> A}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20A%20%5Bupos%3DSYM%5D%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D	3	NOUN
(ADJ >conj (SYM <cc ADJ)) <amod PUNCT <punct NOUN	ADJ	SYM	ADJ	PUNCT	NOUN	2	79.5260	ABCDE	pattern {E [upos=NOUN]; A [upos=ADJ]; C [upos=ADJ]; B [upos=SYM]; D [upos=PUNCT]; E -[amod]-> A; A -[conj]-> C; C -[cc]-> B; E -[punct]-> D; E >> A; A << C; C >> B; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DSYM%5D%3B%20D%20%5Bupos%3DPUNCT%5D%3B%20E%20-%5Bamod%5D-%3E%20A%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20E%20-%5Bpunct%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%3B%20E%20%3E%3E%20D%7D	5	NOUN
PUNCT <punct CCONJ <cc NOUN	PUNCT	CCONJ	NOUN			2	79.5260	ABC	pattern {C [upos=NOUN]; A [upos=PUNCT]; B [upos=CCONJ]; C -[punct]-> A; C -[cc]-> B; C >> A; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DCCONJ%5D%3B%20C%20-%5Bpunct%5D-%3E%20A%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	NOUN
ADP <case NOUN >nmod (ADP <case PROPN)	ADP	NOUN	ADP	PROPN		2	79.5260	ABCD	pattern {B [upos=NOUN]; A [upos=ADP]; D [upos=PROPN]; C [upos=ADP]; B -[case]-> A; B -[nmod]-> D; D -[case]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20D%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADV <advmod NOUN	ADV	NOUN				2	79.5260	AB	pattern {B [upos=NOUN]; A [upos=ADV]; B -[advmod]-> A; B >> A}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D	2	NOUN
ADP <case PRON <nmod:poss NOUN >acl (PART <mark VERB)	ADP	PRON	NOUN	PART	VERB	2	79.5260	ABCDE	pattern {C [upos=NOUN]; A [upos=ADP]; B [upos=PRON]; E [upos=VERB]; D [upos=PART]; C -[case]-> A; C -[nmod:poss]-> B; C -[acl]-> E; E -[mark]-> D; C >> A; C >> B; C << E; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DPRON%5D%3B%20E%20%5Bupos%3DVERB%5D%3B%20D%20%5Bupos%3DPART%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20C%20-%5Bnmod%3Aposs%5D-%3E%20B%3B%20C%20-%5Bacl%5D-%3E%20E%3B%20E%20-%5Bmark%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D	5	NOUN
PRON <nmod:poss ADJ <amod ADJ <amod NOUN >punct PUNCT	PRON	ADJ	ADJ	NOUN	PUNCT	2	79.5260	ABCDE	pattern {D [upos=NOUN]; A [upos=PRON]; B [upos=ADJ]; C [upos=ADJ]; E [upos=PUNCT]; D -[nmod:poss]-> A; D -[amod]-> B; D -[amod]-> C; D -[punct]-> E; D >> A; D >> B; D >> C; D << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPRON%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20E%20%5Bupos%3DPUNCT%5D%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20A%3B%20D%20-%5Bamod%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20D%20-%5Bpunct%5D-%3E%20E%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20E%7D	5	NOUN
NOUN >fixed ADP	NOUN	ADP				2	79.5260	AB	pattern {A [upos=NOUN]; B [upos=ADP]; A -[fixed]-> B; A << B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D	2	NOUN
ADP <case ADJ <amod NOUN >advmod ADV	ADP	ADJ	NOUN	ADV		2	79.5260	ABCD	pattern {C [upos=NOUN]; A [upos=ADP]; B [upos=ADJ]; D [upos=ADV]; C -[case]-> A; C -[amod]-> B; C -[advmod]-> D; C >> A; C >> B; C << D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DADV%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20-%5Badvmod%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20D%7D	4	NOUN
NOUN >discourse INTJ	NOUN	INTJ				2	79.5260	AB	pattern {A [upos=NOUN]; B [upos=INTJ]; A -[discourse]-> B; A << B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DINTJ%5D%3B%20A%20-%5Bdiscourse%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D	2	NOUN
NOUN <compound NOUN >punct PUNCT	NOUN	NOUN	PUNCT			2	79.5260	ABC	pattern {B [upos=NOUN]; A [upos=NOUN]; C [upos=PUNCT]; B -[compound]-> A; B -[punct]-> C; B >> A; B << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20-%5Bpunct%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	NOUN
NOUN >nmod (ADP <case PROPN <compound PROPN)	NOUN	ADP	PROPN	PROPN		2	79.5260	ABCD	pattern {A [upos=NOUN]; D [upos=PROPN]; B [upos=ADP]; C [upos=PROPN]; A -[nmod]-> D; D -[case]-> B; D -[compound]-> C; A << D; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20D%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20A%20-%5Bnmod%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
DET <det NOUN >acl:relcl (PRON <nsubj VERB >obj PRON)	DET	NOUN	PRON	VERB	PRON	2	79.5260	ABCDE	pattern {B [upos=NOUN]; A [upos=DET]; D [upos=VERB]; C [upos=PRON]; E [upos=PRON]; B -[det]-> A; B -[acl:relcl]-> D; D -[nsubj]-> C; D -[obj]-> E; B >> A; B << D; D >> C; D << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20D%20%5Bupos%3DVERB%5D%3B%20C%20%5Bupos%3DPRON%5D%3B%20E%20%5Bupos%3DPRON%5D%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20B%20-%5Bacl%3Arelcl%5D-%3E%20D%3B%20D%20-%5Bnsubj%5D-%3E%20C%3B%20D%20-%5Bobj%5D-%3E%20E%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20E%7D	5	NOUN
DET <det NOUN <compound NOUN <compound PUNCT <punct NOUN	DET	NOUN	NOUN	PUNCT	NOUN	2	79.5260	ABCDE	pattern {E [upos=NOUN]; A [upos=DET]; B [upos=NOUN]; C [upos=NOUN]; D [upos=PUNCT]; E -[det]-> A; E -[compound]-> B; E -[compound]-> C; E -[punct]-> D; E >> A; E >> B; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20D%20%5Bupos%3DPUNCT%5D%3B%20E%20-%5Bdet%5D-%3E%20A%3B%20E%20-%5Bcompound%5D-%3E%20B%3B%20E%20-%5Bcompound%5D-%3E%20C%3B%20E%20-%5Bpunct%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
ADJ <amod NOUN >parataxis (ADJ <amod NOUN)	ADJ	NOUN	ADJ	NOUN		2	79.5260	ABCD	pattern {B [upos=NOUN]; A [upos=ADJ]; D [upos=NOUN]; C [upos=ADJ]; B -[amod]-> A; B -[parataxis]-> D; D -[amod]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Bparataxis%5D-%3E%20D%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADJ <amod NOUN >conj (CCONJ <cc ADJ <amod NOUN)	ADJ	NOUN	CCONJ	ADJ	NOUN	2	79.5260	ABCDE	pattern {B [upos=NOUN]; A [upos=ADJ]; E [upos=NOUN]; C [upos=CCONJ]; D [upos=ADJ]; B -[amod]-> A; B -[conj]-> E; E -[cc]-> C; E -[amod]-> D; B >> A; B << E; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DCCONJ%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20C%3B%20E%20-%5Bamod%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
ADV <advmod ADP <case PRON <nmod:poss NOUN	ADV	ADP	PRON	NOUN		2	79.5260	ABCD	pattern {D [upos=NOUN]; A [upos=ADV]; B [upos=ADP]; C [upos=PRON]; D -[advmod]-> A; D -[case]-> B; D -[nmod:poss]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DPRON%5D%3B%20D%20-%5Badvmod%5D-%3E%20A%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
DET <det NOUN >appos PROPN	DET	NOUN	PROPN			2	79.5260	ABC	pattern {B [upos=NOUN]; A [upos=DET]; C [upos=PROPN]; B -[det]-> A; B -[appos]-> C; B >> A; B << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20B%20-%5Bappos%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	NOUN
ADJ <amod ADJ <amod NOUN >punct PUNCT	ADJ	ADJ	NOUN	PUNCT		2	79.5260	ABCD	pattern {C [upos=NOUN]; A [upos=ADJ]; B [upos=ADJ]; D [upos=PUNCT]; C -[amod]-> A; C -[amod]-> B; C -[punct]-> D; C >> A; C >> B; C << D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DPUNCT%5D%3B%20C%20-%5Bamod%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20-%5Bpunct%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20D%7D	4	NOUN
